id,console-name,product-name,loose-price,cib-price,new-price,graded-price,box-only-price,manual-only-price,bgs-10-price,condition-17-price,condition-18-price,gamestop-price,gamestop-trade-price,retail-loose-buy,retail-loose-sell,retail-cib-buy,retail-cib-sell,retail-new-buy,retail-new-sell,upc,sales-volume,genre,tcg-id,asin,epid,release-date
5566158,Baseball Cards 2023 Topps Chrome Youthquake,Ezequiel Tovar [Green] #YQ-47,$7.64,,$11.39,$14.50,$24.00,$24.95,$32.00,$15.00,$14.99,,,$1.70,$8.39,,,$3.30,$12.99,,12,,,,,2023-06-01
5566258,Baseball Cards 2023 Topps Chrome Youthquake,Ezequiel Tovar [Orange] #YQ-47,$17.00,,,,,,,,,,,$4.80,$18.99,,,,,,3,,,,,2023-06-01
5566308,Baseball Cards 2023 Topps Chrome Youthquake,Ezequiel Tovar [Red] #YQ-47,$85.00,,,$77.00,$85.00,$155.00,$202.00,$93.00,$93.00,,,$37.60,$93.99,,,,,,3,,,,,2023-06-01
5566078,Baseball Cards 2023 Topps Chrome Youthquake,Francisco Alvarez #YQ-17,$7.44,,$11.07,$19.37,$21.00,$21.36,$28.00,$13.00,$13.00,,,$1.60,$8.19,,,$3.00,$11.99,,7,,,,,2023-06-01
5566178,Baseball Cards 2023 Topps Chrome Youthquake,Francisco Alvarez [Gold] #YQ-17,$18.99,,,$26.00,$29.00,$51.56,$67.00,$31.00,$31.00,,,$6.30,$20.99,,,,,,6,,,,,2023-06-01
5566128,Baseball Cards 2023 Topps Chrome Youthquake,Francisco Alvarez [Green] #YQ-17,$6.50,,$10.30,$19.99,$34.50,$40.00,$52.00,$24.00,$24.00,,,$1.40,$7.19,,,$2.80,$10.99,,12,,,,,2023-06-01
5566228,Baseball Cards 2023 Topps Chrome Youthquake,Francisco Alvarez [Orange] #YQ-17,$30.19,,,,,$125.00,$163.00,$75.00,$75.00,,,$9.90,$32.99,,,,,,3,,,,,2023-06-01
5566278,Baseball Cards 2023 Topps Chrome Youthquake,Francisco Alvarez [Red] #YQ-17,$225.00,,,,,,,,,,,$124.00,$248.00,,,,,,1,,,,,2023-06-01
5566088,Baseball Cards 2023 Topps Chrome Youthquake,Gabriel Moreno #YQ-27,$3.25,,,,,,,,,,,,$3.59,,,,,,5,,,,,2023-06-01
5566188,Baseball Cards 2023 Topps Chrome Youthquake,Gabriel Moreno [Gold] #YQ-27,$15.60,,,$20.99,$23.00,$45.00,$59.00,$27.00,$40.00,,,$4.30,$16.99,,,,,,9,,,,,2023-06-01
